品目コード,領域,種別,機種,名称,保管場所,備考
0108035004,PA,WirelessMic/IEM,SHURE WA580B White_No4,ボディパック用ポーチ（白）,1st,
0108036001,PA,WirelessMic/IEM,SBC-800セット_No1,SBC-800セット_No1,1st,
0108036002,PA,WirelessMic/IEM,SBC-800セット_No2,SBC-800セット_No2,1st,
0108036003,PA,WirelessMic/IEM,SBC-800セット_No3,SBC-800セット_No3,1st,
0108036004,PA,WirelessMic/IEM,SBC-800セット_No4,SBC-800セット_No4,1st,
0108037001,PA,WirelessMic/IEM,SHURE WA304,TS-TA4F*4,1st,
0108038001,PA,WirelessMic/IEM,カイロバッグ 6個入り,カイロバッグ 6個入り,1st,
0108039001,PA,WirelessMic/IEM,SHURE AD4QJ-Z16_No1,ワイヤレス4chレシーバー,1st,
0108039002,PA,WirelessMic/IEM,SHURE AD4QJ-Z16_No2,ワイヤレス4chレシーバー,1st,
0108040001,PA,WirelessMic/IEM,SHURE AD2/K11N-Z16_No1,ハンドヘルドトランスミッタ,1st,KSM11カプセル
0108040002,PA,WirelessMic/IEM,SHURE AD2/K11N-Z16_No2,ハンドヘルドトランスミッタ,1st,KSM11カプセル
0108040003,PA,WirelessMic/IEM,SHURE AD2/K11N-Z16_No3,ハンドヘルドトランスミッタ,1st,KSM11カプセル
0108040004,PA,WirelessMic/IEM,SHURE AD2/K11N-Z16_No4,ハンドヘルドトランスミッタ,1st,KSM11カプセル
0108040005,PA,WirelessMic/IEM,SHURE AD2/K11N-Z16_No5,ハンドヘルドトランスミッタ,1st,KSM11カプセル
0108040006,PA,WirelessMic/IEM,SHURE AD2/K11N-Z16_No6,ハンドヘルドトランスミッタ,1st,KSM11カプセル
0108040007,PA,WirelessMic/IEM,SHURE AD2/K11N-Z16_No7,ハンドヘルドトランスミッタ,1st,KSM11カプセル
0108040008,PA,WirelessMic/IEM,SHURE AD2/K11N-Z16_No8,ハンドヘルドトランスミッタ,1st,KSM11カプセル
0108041001,PA,WirelessMic/IEM,LINE6 XD-V70 送受信セット,2.4GHz ワイヤレスシステム,1st,2025年12月 田中から購入
0108042001,PA,WirelessMic/IEM,アンテナ用ハンガー2個入り_No1,アンテナ用ハンガー2個入り_No1,1st,
0108042002,PA,WirelessMic/IEM,アンテナ用ハンガー2個入り_No2,アンテナ用ハンガー2個入り_No2,1st,
0108043001,PA,WirelessMic/IEM,SHURE AD1-Z16_No1,ボディパックトランスミッタ,1st,2026年8月導入
0108043002,PA,WirelessMic/IEM,SHURE AD1-Z16_No2,ボディパックトランスミッタ,1st,2026年8月導入
0108043003,PA,WirelessMic/IEM,SHURE AD1-Z16_No3,ボディパックトランスミッタ,1st,2026年8月導入
0108043004,PA,WirelessMic/IEM,SHURE AD1-Z16_No4,ボディパックトランスミッタ,1st,2026年8月導入
0108043005,PA,WirelessMic/IEM,SHURE AD1-Z16_No5,ボディパックトランスミッタ,1st,2026年8月導入
0108043006,PA,WirelessMic/IEM,SHURE AD1-Z16_No6,ボディパックトランスミッタ,1st,2026年8月導入
0108043007,PA,WirelessMic/IEM,SHURE AD1-Z16_No7,ボディパックトランスミッタ,1st,2026年8月導入
0108043008,PA,WirelessMic/IEM,SHURE AD1-Z16_No8,ボディパックトランスミッタ,1st,2026年8月導入
0108044001,PA,WirelessMic/IEM,DPA 4088-DP-A-F10-LH-S_No1,ヘッドセットマイク TA4Fコネクタ,1st,2026年8月導入
0108044002,PA,WirelessMic/IEM,DPA 4088-DP-A-F10-LH-S_No2,ヘッドセットマイク TA4Fコネクタ,1st,2026年8月導入
0108044003,PA,WirelessMic/IEM,DPA 4088-DP-A-F10-LH-S_No3,ヘッドセットマイク TA4Fコネクタ,1st,2026年8月導入
0108044004,PA,WirelessMic/IEM,DPA 4088-DP-A-F10-LH-S_No4,ヘッドセットマイク TA4Fコネクタ,1st,2026年8月導入
0108044005,PA,WirelessMic/IEM,DPA 4088-DP-A-F10-LH-S_No5,ヘッドセットマイク TA4Fコネクタ,1st,2026年8月導入
0108044006,PA,WirelessMic/IEM,DPA 4088-DP-A-F10-LH-S_No6,ヘッドセットマイク TA4Fコネクタ,1st,2026年8月導入
0108044007,PA,WirelessMic/IEM,DPA 4088-DP-A-F10-LH-S_No7,ヘッドセットマイク TA4Fコネクタ,1st,2026年8月導入
0108044008,PA,WirelessMic/IEM,DPA 4088-DP-A-F10-LH-S_No8,ヘッドセットマイク TA4Fコネクタ,1st,2026年8月導入
0109001001,PA,MicStand,K&M 21020B*2_No1,標準ブームスタンド,1st,
0109001002,PA,MicStand,K&M 21020B*2_No2,標準ブームスタンド,1st,
0109001003,PA,MicStand,K&M 21020B*2_No3,標準ブームスタンド,1st,
0109001004,PA,MicStand,K&M 21020B*2_No4,標準ブームスタンド,1st,
0109001005,PA,MicStand,K&M 21020B*2_No5,標準ブームスタンド,1st,
0109001006,PA,MicStand,K&M 21020B*2_No6,標準ブームスタンド,1st,
0109001007,PA,MicStand,K&M 21020Bバラ_No1,標準ブームスタンド,2nd,
0109001008,PA,MicStand,K&M 21020Bバラ_No2,標準ブームスタンド,2nd,
0109001009,PA,MicStand,K&M 21020Bバラ_No3,標準ブームスタンド,2nd,
0109001010,PA,MicStand,K&M 21020Bバラ_No4,標準ブームスタンド,2nd,
0109001011,PA,MicStand,K&M 21020Bバラ_No5,標準ブームスタンド,2nd,
0109001012,PA,MicStand,K&M 21020Bバラ_No6,標準ブームスタンド,2nd,
0109001013,PA,MicStand,K&M 21020Bバラ_No7,標準ブームスタンド,2nd,
0109001014,PA,MicStand,K&M 21020Bバラ_No8,標準ブームスタンド,2nd,
0109001015,PA,MicStand,K&M 21020Bバラ_No9,標準ブームスタンド,2nd,
0109001016,PA,MicStand,K&M 21020Bバラ_No10,標準ブームスタンド,2nd,
0109002001,PA,MicStand,K&M 201B(For Antenna)*2_No1,アンテナ用ストレートスタンド,1st,
0109002002,PA,MicStand,K&M 201B(For Antenna)*2_No2,アンテナ用ストレートスタンド,1st,
0109002003,PA,MicStand,K&M 201B(For Antenna)*2_No3,アンテナ用ストレートスタンド,1st,
0109002004,PA,MicStand,K&M 20120(For Antenna)*2_No4,アンテナ用ストレートスタンド（シルバー）,1st,
0109002005,PA,MicStand,K&M 201B バラ_No1,ストレートスタンド,2nd,
0109003001,PA,MicStand,K&M 25900Bバラ_No1,ショートブームスタンド,2nd,
0109003002,PA,MicStand,K&M 25900Bバラ_No2,ショートブームスタンド,2nd,
0109003003,PA,MicStand,K&M 25900Bバラ_No3,ショートブームスタンド,2nd,
0109003004,PA,MicStand,K&M 25900Bバラ_No4,ショートブームスタンド,2nd,
0109003005,PA,MicStand,K&M 25900Bバラ_No5,ショートブームスタンド,2nd,
0109003006,PA,MicStand,K&M 25900Bバラ_No6,ショートブームスタンド,2nd,
0109003007,PA,MicStand,K&M 25900Bバラ_No7,ショートブームスタンド,2nd,
0109003008,PA,MicStand,K&M 25900Bバラ_No8,ショートブームスタンド,2nd,
0109003009,PA,MicStand,K&M 25900Bバラ_No9,ショートブームスタンド,2nd,
0109003010,PA,MicStand,K&M 25900Bバラ_No10,ショートブームスタンド,2nd,
0109003011,PA,MicStand,K&M 25900Bバラ_No11,ショートブームスタンド,2nd,
0109003012,PA,MicStand,K&M 25900Bバラ_No12,ショートブームスタンド,2nd,
0109003013,PA,MicStand,K&M 25900Bバラ_No13,ショートブームスタンド,2nd,
0109003014,PA,MicStand,K&M 25900Bバラ_No14,ショートブームスタンド,2nd,
0109003015,PA,MicStand,K&M 25900Bバラ_No15,ショートブームスタンド,2nd,
0109003016,PA,MicStand,K&M 25900Bバラ_No16,ショートブームスタンド,2nd,
0109003017,PA,MicStand,K&M 25900Bバラ_No17,ショートブームスタンド,2nd,
0109003018,PA,MicStand,K&M 25900Bバラ_No18,ショートブームスタンド,2nd,
0109003019,PA,MicStand,K&M 25900Bバラ_No19,ショートブームスタンド,2nd,
0109004001,PA,MicStand,TOA ST310F_No1,フリーストップストレートスタンド,1st,
0109004002,PA,MicStand,TOA ST310F_No2,フリーストップストレートスタンド,1st,
0109005001,PA,MicStand,TOMOCA DS20K&F37*2_No1,卓上スタンド,1st,
0109005002,PA,MicStand,TOMOCA DS20K&F37*2_No2,卓上スタンド,1st,
0109005003,PA,MicStand,TOMOCA DS20K&F37*2_No3,卓上スタンド,1st,
0109005004,PA,MicStand,TOMOCA DS20K&F37*2_No4,卓上スタンド,1st,
0109006001,PA,MicStand,TOMOCA 卓上延伸セット_No1,卓上スタンド延伸セット,1st,
0109006002,PA,MicStand,TOMOCA 卓上延伸セット_No2,卓上スタンド延伸セット,1st,
0109006003,PA,MicStand,TOMOCA 卓上延伸セット_No3,卓上スタンド延伸セット,1st,
0109006004,PA,MicStand,TOMOCA 卓上延伸セット_No4,卓上スタンド延伸セット,1st,
0109006005,PA,MicStand,TOMOCA 卓上延伸セット_No5,卓上スタンド延伸セット,1st,
0109006006,PA,MicStand,TOMOCA 卓上延伸セット_No6,卓上スタンド延伸セット,1st,
0109007001,PA,MicStand,K&M 26200支柱*2_No1,ワンハンドストレートスタンド（支柱）,1st,
0109007002,PA,MicStand,K&M 26200支柱*2_No2,ワンハンドストレートスタンド（支柱）,1st,
0109007003,PA,MicStand,K&M 26200支柱*2_No3,ワンハンドストレートスタンド（支柱）,1st,
0109007004,PA,MicStand,K&M 26200支柱*2_No4,ワンハンドストレートスタンド（支柱）,1st,
0109008001,PA,MicStand,K&M 26200ベース_No1,ワンハンドストレートスタンド（ベース）,1st,
0109008002,PA,MicStand,K&M 26200ベース_No2,ワンハンドストレートスタンド（ベース）,1st,
0109008003,PA,MicStand,K&M 26200ベース_No3,ワンハンドストレートスタンド（ベース）,1st,
0109008004,PA,MicStand,K&M 26200ベース_No4,ワンハンドストレートスタンド（ベース）,1st,
0109008005,PA,MicStand,K&M 26200ベース_No5,ワンハンドストレートスタンド（ベース）,1st,
0109008006,PA,MicStand,K&M 26200ベース_No6,ワンハンドストレートスタンド（ベース）,1st,
0109008007,PA,MicStand,K&M 26200ベース_No7,ワンハンドストレートスタンド（ベース）,1st,
0109008008,PA,MicStand,K&M 26200ベース_No8,ワンハンドストレートスタンド（ベース）,1st,
0109009001,PA,MicStand,K&M 223（silver）_No1,グースネック（シルバー）,1st,
0109009002,PA,MicStand,K&M 223（silver）_No2,グースネック（シルバー）,1st,
0109010001,PA,MicStand,K&M 223B（black）_No1,グースネック（ブラック）,1st,
0109010002,PA,MicStand,K&M 223B（black）_No2,グースネック（ブラック）,1st,
0109010003,PA,MicStand,K&M 223B（black）_No3,グースネック（ブラック）,1st,
0109010004,PA,MicStand,K&M 223B（black）_No4,グースネック（ブラック）,1st,
0109010005,PA,MicStand,K&M 223B（black）_No5,グースネック（ブラック）,1st,
0109010006,PA,MicStand,K&M 223B（black）_No6,グースネック（ブラック）,1st,
0109010007,PA,MicStand,K&M 223B（black）_No7,グースネック（ブラック）,1st,
0109010008,PA,MicStand,K&M 223B（black）_No8,グースネック（ブラック）,1st,
0109011001,PA,MicStand,K&M 23510_No1 (曲),ステレオマイクバー（曲）,1st,
0109011002,PA,MicStand,K&M 23510_No2 (曲),ステレオマイクバー（曲）,1st,
0109012001,PA,MicStand,K&M 23550_No1 (固定),ステレオマイクバー,1st,
0109012002,PA,MicStand,K&M 23550_No2 (固定),ステレオマイクバー,1st,
0109013001,PA,MicStand,TAMA 839_No1 (Gt St),ギタースタンド,2nd,
0109013002,PA,MicStand,TAMA 839_No2 (Gt St),ギタースタンド,2nd,
0109013003,PA,MicStand,TAMA 839_No3 (Gt St),ギタースタンド,2nd,
0109014001,PA,MicStand,MX418D/C用木製台_No1,MX418D/C用木製台_No1,1st,
0109014002,PA,MicStand,MX418D/C用木製台_No2,MX418D/C用木製台_No2,1st,
0109014003,PA,MicStand,MX418D/C用木製台_No3,MX418D/C用木製台_No3,1st,
0109014004,PA,MicStand,MX418D/C用木製台_No4,MX418D/C用木製台_No4,1st,
0109014005,PA,MicStand,MX418D/C用木製台_No5,MX418D/C用木製台_No5,1st,
0109014006,PA,MicStand,MX418D/C用木製台_No6,MX418D/C用木製台_No6,1st,
0109014007,PA,MicStand,MX418D/C用木製台_No7,MX418D/C用木製台_No7,1st,
0109014008,PA,MicStand,MX418D/C用木製台_No8,MX418D/C用木製台_No8,1st,
0109015001,PA,MicStand,K&M 21021B_No1,オーバーヘッドブームスタンド,2nd,2025年9月導入
0109015002,PA,MicStand,K&M 21021B_No2,オーバーヘッドブームスタンド,2nd,2025年9月導入
0109016001,PA,MicStand,K&M 25050RIEN_No1,ヘビーレッグショートブームスタンド,2nd,2025年9月導入
0109016002,PA,MicStand,K&M25950RIEN_No2,ヘビーレッグショートブームスタンド,2nd,2025年9月導入
0109017001,PA,MicStand,K&M 25900B*2_No1,ショートブームスタンド2本セット,1st,
0109017002,PA,MicStand,K&M 25900B*2_No2,ショートブームスタンド2本セット,1st,
0109017003,PA,MicStand,K&M 25900B*2_No3,ショートブームスタンド2本セット,1st,
0109018001,PA,MicStand,K&M 25900バラ_No1(Silver),ショートブームスタンド(Silver),2nd,
0109018002,PA,MicStand,K&M 25900バラ_No2(Silver),ショートブームスタンド(Silver),2nd,
0110001001,PA,CommnicationTool,Clear-Com MS702,クリアカム親機,1st,
0110002001,PA,CommnicationTool,Clear-Com PS702,クリアカム親機,1st,
0110003001,PA,CommnicationTool,Clear-Com PK-7_No1,コンパクトパワーサプライ,1st,
0110003002,PA,CommnicationTool,Clear-Com PK-7_No2,コンパクトパワーサプライ,1st,
0110004001,PA,CommnicationTool,Clear-Com RS601set(RS601/CC100),クリアカム子機（10台セット）,1st,
0110005001,PA,CommnicationTool,Clear-Com RS701set(RS701/CC110),クリアカム子機（10台セット）,1st,
0110006001,PA,CommnicationTool,Clear-Com CC-32/EH-13(iCOM)_No1,ネックセット,1st,
0110006002,PA,CommnicationTool,Clear-Com CC-32/EH-13(iCOM)_No2,ネックセット,1st,
0110007001,PA,CommnicationTool,HME DX200,ワイヤレスインカム親機,1st,
0110008001,PA,CommnicationTool,HME BP200,ワイヤレスインカム子機（4台セット）,1st,
0110009001,PA,CommnicationTool,iCOM IC-DPR*4set_No1,トランシーバーセット,1st,
0110009002,PA,CommnicationTool,iCOM IC-DPR*4set_No2,トランシーバーセット,1st,
0110010001,PA,CommnicationTool,MOTOROLA CL70A*2_No1,簡易トランシーバーセット,1st,
0110010002,PA,CommnicationTool,MOTOROLA CL70A*2_No2,簡易トランシーバーセット,1st,
0110011001,PA,CommnicationTool,RIEDEL Boleroラック,Boleroシステムラック,1st,
0110012001,PA,CommnicationTool,RIEDEL Bolero BP*5_No1,BP5台セット,1st,2026/3/30 BP No4 修理
0110012002,PA,CommnicationTool,RIEDEL Bolero BP*5_No2,BP5台セット,1st,2026年5月 No8修理済み
0110013001,PA,CommnicationTool,RIEDEL Bolero マスターアンテナ,Boleroマスターアンテナ,1st,
0110014001,PA,CommnicationTool,RIEDEL Bolero スレーブアンテナ,Boleroスレーブアンテナ,1st,
0110015001,PA,CommnicationTool,Boleroアンテナスタンド 1005BAC*2,Boleroアンテナスタンド 1005BAC*2,1st,
0110016001,PA,CommnicationTool,HOLLYVOX 8set HV-G51-8B-SE ヘッドセット,1.9GHz DECT帯ワイヤレスインカム ヘッドセット,1st,2025年12月導入
0110016002,PA,CommnicationTool,HOLLYVOX 8set HV-G51-8B-SE 周辺機器,1.9GHz DECT帯ワイヤレスインカム 周辺機器,1st,2025年12月導入
0111001001,PA,PA Other,TOMOCA 20db ATT*4_No1,20db ATT,1st,
0111001002,PA,PA Other,TOMOCA 20db ATT*4_No2,20db ATT,1st,
0111001003,PA,PA Other,TOMOCA 20db ATT*4_No3,20db ATT,1st,
0111001004,PA,PA Other,TOMOCA 20db ATT*4_No4,20db ATT,1st,
0111002001,PA,PA Other,マイク置き（木製）_No1,木製マイク置き,1st,
0111002002,PA,PA Other,マイク置き（木製）_No2,木製マイク置き,1st,
0111002003,PA,PA Other,マイク置き（木製）_No3,木製マイク置き,1st,
0111002004,PA,PA Other,マイク置き（木製）_No4,木製マイク置き,1st,
0111002005,PA,PA Other,マイク置き（木製）_No5,木製マイク置き,1st,
0111002006,PA,PA Other,マイク置き（木製）_No6,木製マイク置き,1st,
0111002007,PA,PA Other,マイク置き（木製）_No7,木製マイク置き,1st,
0111002008,PA,PA Other,マイク置き（木製）_No8,木製マイク置き,1st,
0111002009,PA,PA Other,マイク置き（木製）_No9,木製マイク置き,1st,
0111002010,PA,PA Other,マイク置き（木製）_No10,木製マイク置き,1st,
0111003001,PA,PA Other,BEHRINGER POWERPLAY P1_No1,ヘッドフォンアンプ,1st,
0111003002,PA,PA Other,BEHRINGER POWERPLAY P1_No2,ヘッドフォンアンプ,1st,
0111004001,PA,PA Other,audio-technica SLICK FLY DH-01_No1,ヘッドフォンアンプ,1st,
0111004002,PA,PA Other,audio-technica SLICK FLY DH-01_No2,ヘッドフォンアンプ,1st,
0111005001,PA,PA Other,TASCAM MH-8,8chヘッドフォンアンプ,1st,
0111006001,PA,PA Other,SHURE SE215_No1,イヤフォン,1st,
0111006002,PA,PA Other,SHURE SE215_No2,イヤフォン,1st,
0111006003,PA,PA Other,SHURE SE215_No3,イヤフォン,1st,
0111006004,PA,PA Other,SHURE SE215_No4,イヤフォン,1st,
0111006005,PA,PA Other,SHURE SE215_No5,イヤフォン,1st,
0111006006,PA,PA Other,SHURE SE215_No6,イヤフォン,1st,
0111007001,PA,PA Other,SHURE SE425_No1,イヤフォン,1st,
0111007002,PA,PA Other,SHURE SE425_No2,イヤフォン,1st,
0111008001,PA,PA Other,SONY MDR-CD900ST_No1,ヘッドフォン,1st,
0111008002,PA,PA Other,SONY MDR-CD900ST_No2,ヘッドフォン,1st,
0111009001,PA,PA Other,beyerdynamic DT-102_No1,片耳ヘッドフォン,1st,
0111009002,PA,PA Other,beyerdynamic DT-102_No2,片耳ヘッドフォン,1st,
0111010001,PA,PA Other,片耳イヤフォン（インイヤー、耳掛け）set,片耳イヤフォン,1st,
0111010002,PA,PA Other,骨伝導スピーカー*2,骨伝導スピーカー*2,1st,
0111011001,PA,PA Other,TOMOCA 4-FM_No1,8パラボックス,1st,
0111011002,PA,PA Other,TOMOCA 4-FM_No2,8パラボックス,1st,
0111012001,PA,PA Other,KORG nanoPAD2_No1,USBコントローラー,1st,
0111012002,PA,PA Other,KORG nanoPAD2_No2,USBコントローラー,1st,
0111013001,PA,PA Other,KORG nanoKEY2_No1,USBコントローラー,1st,
0111013002,PA,PA Other,KORG nanoKEY2_No2,USBコントローラー,1st,
0111013003,PA,PA Other,KORG nanoKEY2_No3,USBコントローラー,1st,
0111014001,PA,PA Other,steinberg CMC-QC,USBコントローラー,1st,
0111015001,PA,PA Other,TOMOCA TCC-60,カフフェーダー,1st,
0111016001,PA,PA Other,TOMOCA TCC-100_No1,カフフェーダー,1st,
0111016002,PA,PA Other,TOMOCA TCC-100_No2,カフフェーダー,1st,
0111017001,PA,PA Other,TOMOCA TCC-100ST,ステレオカフフェーダー,1st,
0111018001,PA,PA Other,Cloudmicrophone Cloudlifter CL-1_No1,マイクアクティベーター,1st,
0111018002,PA,PA Other,Cloudmicrophone Cloudlifter CL-1_No2,マイクアクティベーター,1st,
0111019001,PA,PA Other,愛曲楽器 AMS-8000F/BK_No1,譜面台,1st,
0111019002,PA,PA Other,愛曲楽器 AMS-8000F/BK_No2,譜面台,1st,
0111020001,PA,PA Other,HERCULES STANDS DS800B_No1,パーカッションスタンド,1st,
0111020002,PA,PA Other,HERCULES STANDS DS800B_No2,パーカッションスタンド,1st,
0111021001,PA,PA Other,オペ卓隠し_No1,,1st,
0111021002,PA,PA Other,オペ卓隠し_No2,,1st,
0111022001,PA,PA Other,YVC-330,,1st,
0111023001,PA,PA Other,音響変換BOX,,1st,
0111024001,PA,PA Other,除菌セット_No1,,1st,
0111024002,PA,PA Other,除菌セット_No2,,1st,
0111024003,PA,PA Other,除菌セット_No3,,1st,
0111024004,PA,PA Other,除菌セット_No4,,1st,
0111025001,PA,PA Other,K&M 23956_No1 (pop filter),ポップキラー,1st,
0111025002,PA,PA Other,K&M 23956_No2 (pop filter),ポップキラー,1st,
0111025003,PA,PA Other,K&M 23956_No3 (pop filter),ポップキラー,1st,
0111025004,PA,PA Other,K&M 23956_No4 (pop filter),ポップキラー,1st,
0111026001,PA,PA Other,WLケアセット,WLケアセット,1st,
0111027001,PA,PA Other,ピンマイククリップ,ピンマイククリップ,1st,安全ピンタイプ6個、マグネットタイプ2個、ニードルタイプ2個、黒風防1個、灰風防1個
0111028001,PA,PA Other,防振ゴム（小）12枚,防振ゴム（小）12枚,1st,
0111029001,PA,PA Other,防振ゴム（中）12枚,防振ゴム（中）12枚,1st,
0111030001,PA,PA Other,防振ゴム（大）24枚,防振ゴム（大）24枚,1st,
0111031001,PA,PA Other,吊り具セット,吊り具セット,2nd,スピーカーチェッカー、スリングベルト、長尺スケール、角度計、レーザー距離計、0.25ｔレバーブロック、シャックル、カラビナ、15ｍロープ、
0111031002,PA,PA Other,ERSR004L No1,チェーンモーター,2nd,
0111031003,PA,PA Other,ERSR004L No2,チェーンモーター,2nd,
0111032001,PA,PA Other,Smaart/NUENDO PC,Smaart/NUENDO PC,2nd,
0111032002,PA,PA Other,LAKE PC,LAKE PC,2nd,
0111032003,PA,PA Other,PA Management PC,PA Management PC,1st,2026年4月導入
0111033001,PA,PA Other,Sound Bullet,Sound Bullet_No1,1st,マルチテスター/ケーブルチェッカー
0111033002,PA,PA Other,Sound Bullet,Sound Bullet_No2,1st,マルチテスター/ケーブルチェッカー
0111034001,PA,PA Other,新マイク置き_No1,新マイク置き_No1,1st,2026年1月導入
0111034002,PA,PA Other,新マイク置き_No2,新マイク置き_No2,1st,2026年1月導入
0111034003,PA,PA Other,新マイク置き_No3,新マイク置き_No3,1st,2026年1月導入
0111034004,PA,PA Other,新マイク置き_No4,新マイク置き_No4,1st,2026年1月導入
0111034005,PA,PA Other,新マイク置き_No5,新マイク置き_No5,1st,2026年1月導入
0111034006,PA,PA Other,新マイク置き_No6,新マイク置き_No6,1st,2026年1月導入
0111034007,PA,PA Other,新マイク置き_No7,新マイク置き_No7,1st,2026年1月導入
0111034008,PA,PA Other,新マイク置き_No8,新マイク置き_No8,1st,2026年1月導入
0111035001,PA,PA Other,BNC 50Ω JJ*2_No1,BNC 50Ω JJ*2_No1,1st,
0111035002,PA,PA Other,BNC 50Ω JJ*2_No2,BNC 50Ω JJ*2_No2,1st,
0111035003,PA,PA Other,BNC 50Ω JJ*2_No3,BNC 50Ω JJ*2_No3,1st,
0111036001,PA,PA Other,PULSE 16Uラック,PULSE 16Uラック,2nd,2026年7月中古で購入
0201001001,Light,SPOT,THOMAS PAR56 500*2 No1,PARライト 56サイズ,2nd,
0201001002,Light,SPOT,THOMAS PAR56 500*2 No2,PARライト 56サイズ,2nd,
0201001003,Light,SPOT,THOMAS PAR56 500*2 No3,PARライト 56サイズ,2nd,
0201001004,Light,SPOT,THOMAS PAR56 500*2 No4,PARライト 56サイズ,2nd,
0201002001,Light,SPOT,AC Lighting CP-D365CW*2 No1,White/Amber 3Pオス-5Pメス*2,2nd,
0201002002,Light,SPOT,AC Lighting CP-D365CW*2 No2,White/Amber 3Pオス-5Pメス*2,2nd,
0201002003,Light,SPOT,AC Lighting CP-D365CW*2 No3,White/Amber 3Pオス-5Pメス*2,2nd,
0201002004,Light,SPOT,AC Lighting CP-D365CW*2 No4,White/Amber 3Pオス-5Pメス*2,2nd,
0201002005,Light,SPOT,AC Lighting CP-D365CW*2 No5,White/Amber 3Pオス-5Pメス*2,2nd,
0201002006,Light,SPOT,AC Lighting CP-D365CW*2 No6,White/Amber 3Pオス-5Pメス*2,2nd,
0201003001,Light,SPOT,AC Lighting CP-Q1910*2 No1,RGBW LEDパーライト,2nd,
0201003002,Light,SPOT,AC Lighting CP-Q1910*2 No2,RGBW LEDパーライト,2nd,
0201003003,Light,SPOT,AC Lighting CP-Q1910*2 No3,RGBW LEDパーライト,2nd,
0201003004,Light,SPOT,AC Lighting CP-Q1910*2 No4,RGBW LEDパーライト,2nd,
0201003005,Light,SPOT,AC Lighting CP-Q1910*2 No5,RGBW LEDパーライト,2nd,
0201003006,Light,SPOT,AC Lighting CP-Q1910*2 No6_6-2素子不良,RGBW LEDパーライト,2nd,
0201003007,Light,SPOT,AC Lighting CP-Q1910*2 No7,RGBW LEDパーライト,2nd,
0201004001,Light,SPOT,AMERICAN DJ PAR Z100 5K*4 No1_1-3ネジ緩み有,LEDパーライト,1st,
0201004002,Light,SPOT,AMERICAN DJ PAR Z100 5K*4 No2,LEDパーライト,1st,260716 2-3 ハンドル故障中→自社で修理対応済み
0201004003,Light,SPOT,AMERICAN DJ PAR Z100 5K*4 No3 ※3-2ネジ緩み有 ※3-3修理中,LEDパーライト,1st,
0201004004,Light,SPOT,AMERICAN DJ PAR Z100 5K*4 No4_4-2ネジ緩み有,LEDパーライト,1st,2026年7月　4-4上下ボタン不良修理済
0201004005,Light,SPOT,※修理対応中_AMERICAN DJ PAR Z100 5K*4 No5_5-1ネジ緩み有,LEDパーライト,1st,2026年7月 5-3MENUボタン不良修理済
0201004006,Light,SPOT,AMERICAN DJ PAR Z100 5K*4 No6_6-4ネジ緩み有,LEDパーライト,1st,
0201004007,Light,SPOT,AMERICAN DJ PAR Z100 5K*4 No7,LEDパーライト,1st,
0201005001,Light,SPOT,AMERICAN DJ PAR DotzPar 36W*2 No1,36W RGB COB LEDパーライト,2nd,
0201005002,Light,SPOT,AMERICAN DJ PAR DotzPar 36W*2 No2,37W RGB COB LEDパーライト,2nd,
0201005003,Light,SPOT,AMERICAN DJ PAR DotzPar 36W*2 No3,38W RGB COB LEDパーライト,2nd,
0201005004,Light,SPOT,AMERICAN DJ PAR DotzPar 36W*2 No4,39W RGB COB LEDパーライト,2nd,
0201005005,Light,SPOT,AMERICAN DJ PAR DotzPar 36W*2 No5,40W RGB COB LEDパーライト,2nd,
0201005006,Light,SPOT,AMERICAN DJ PAR DotzPar 36W*2 No6,40W RGB COB LEDパーライト,2nd,
0201006001,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No1,6カラーLEDカッターライト,2nd,
0201006002,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No2,6カラーLEDカッターライト,2nd,
0201006003,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No3,6カラーLEDカッターライト,2nd,
0201006004,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No4,6カラーLEDカッターライト,2nd,
0201006005,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No5,6カラーLEDカッターライト,2nd,
0201006006,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No6,6カラーLEDカッターライト,2nd,"2026.4 修理対応
2026.5/14 修理完了"
0201006007,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No7,6カラーLEDカッターライト,2nd,
0201006008,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No8,6カラーLEDカッターライト,2nd,
0201006009,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No9,6カラーLEDカッターライト,2nd,
0201006010,Light,SPOT,SILVERSTAR ECLIPSE PRIME HEX_No10,6カラーLEDカッターライト,2nd,
0201007001,Light,SPOT,LENS TUBE 19°_No1,先球,2nd,
0201007002,Light,SPOT,LENS TUBE 19°_No2,先球,2nd,
0201007003,Light,SPOT,LENS TUBE 19°_No3,先球,2nd,
0201007004,Light,SPOT,LENS TUBE 19°_No4,先球,2nd,
0201007005,Light,SPOT,LENS TUBE 19°_No5,先球,2nd,
0201007006,Light,SPOT,LENS TUBE 19°_No6,先球,2nd,
0201007007,Light,SPOT,LENS TUBE 19°_No7,先球,2nd,
